,x,y
0,11.815804881032523,11.538087057078226
1,12.86944157458985,10.514906620846363
2,12.678708585768787,11.034321870727721
3,12.321446756569914,10.082209653143892
4,12.724369554980797,10.673858500272493
5,12.501756394274508,11.15055550683975
6,12.26355220974312,11.15091640758651
7,12.717498708826584,11.177254609437295
8,12.291500545328573,10.325599802443243
9,11.9444515827689,10.33247337250834
10,12.464019331182897,9.851226711825307
11,12.454217662538122,11.371184110823371
12,12.604584631480094,8.224278198275321
13,13.064684131172681,8.29510355428534
14,12.626909472884561,8.139138572299338
15,12.963972022725962,7.9945667469820885
16,13.133172029525499,8.7669767658336
17,12.576630867873764,8.339527324553707
18,11.815541272705037,8.498808826332391
19,12.054599438001937,8.688159756512416
20,12.4511420705804,8.478277105768038
21,5.704065710392262,11.648863147461435
22,6.1224202828318965,9.621437618948157
23,7.882971188853073,11.252169078635074
24,6.275975776939955,11.343804708494746
25,7.597351399717608,11.720216434737482
26,5.7918329766013805,9.788352573009615
27,6.555456095067587,10.491093618993293
28,6.970211860883934,11.108356702067324
29,7.580467910108096,11.53933742155671
30,7.954174509160875,10.885173504562172
31,6.038392651653037,10.073872762565367
32,17.586020007453428,18.236356986715695
33,17.366480382191188,17.698520554206432
34,18.03567101892199,16.95337213342768
35,18.12073723311442,18.225172987607902
36,16.025617489294163,16.700848080889898
37,17.257673924218228,17.304438300514867
38,16.968443855170133,16.650728643510654
39,18.389141707849998,16.76991485214665
40,10.365394246052588,13.566768381825948
41,10.803051718172583,14.814991592972918
42,11.528545609212848,13.564221459252959
43,10.445812849769364,13.528095085009623
44,10.835407167552964,14.882004633855274
45,10.410917817820094,15.341418252166184
46,10.624221741549967,14.365596169203238
47,11.730384445990733,13.412132208527865
48,10.811303963809689,14.522214011966975
49,10.260275135714549,14.915809081583234
50,10.905302747936163,13.71193729284636
51,11.699506772181383,14.49775527081399
52,11.685205862199014,14.260337155137485
53,12.432251230606019,14.270418046090668
54,12.716990283487295,14.36355298366387
55,12.787186977046987,14.882706665716677
56,13.03153074523062,14.587466436105274
57,12.23269347588831,15.136651043452872
58,12.232310857395001,14.783888848018009
59,13.095746471168072,14.239664939985012
60,13.094587655799867,14.524197910162918
61,12.498944787385078,15.006235381622647
62,12.491148103532504,15.177717054859158
63,12.253728740153814,14.387301770112467
64,12.54607672465657,14.484131327208113
65,12.797652939871515,14.307442772796817
66,13.030495887864447,14.25876681408542
67,12.822648574046603,14.836553635576989
68,11.663219733175547,17.69351978358974
69,12.458522210685304,17.333454141166392
70,12.27865415920959,16.98608853120713
71,11.901913115044417,17.279207930044592
72,11.409133039890602,17.62583058640424
73,11.421904354435911,18.095988496248516
74,11.93563924457339,17.47356828107471
75,11.30696061000865,17.769679696430956
76,11.50260515795419,16.99581679707495
77,11.78678958466315,17.859845670454003
78,12.071481247309995,18.034988183316397
79,10.993961983568084,16.458179439731236
80,10.39046889246302,17.532741531440784
81,10.17101696608687,16.256816320961356
82,10.31617717844852,15.798104213981077
83,9.85521282323936,16.830254092396668
84,9.2072144196845,17.653408722923306
85,9.406774439594116,17.49228166575046
86,11.561584037657568,16.220068802350735
87,9.45433585627855,16.10413748019874
88,9.643198330802749,17.18316511132253
89,9.956995687700266,16.32140622345352
90,10.941503124742724,15.917840412636522
